ADDRESS1,ADDRESS2,POST_TOWN,POSTCODE,PROPERTY_TYPE_SHORT,PROPERTY_TYPE,FLOOR_AREA,CURRENT_ENERGY_PERFORMANCE_RATING,CURRENT_ENERGY_PERFORMANCE_BAND,BUILDING_EMISSIONS,RENEWABLE_SOURCES,ELECTRICITY_SOURCE,MAIN_HEATING_FUEL,BUILDING_ENVIRONMENT,,Demand KWH,Demand MWH,Demand GWH
1205 GOVAN ROAD,,GLASGOW,G51 4PW,Retail/Financial,Retail/Financial and Professional services,55,21,B+,21.09,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"3,025.00",3.03,0
9 Burghead Place,,Glasgow,G51 4QN,Retail/Financial,Retail/Financial and Professional services,42,166,G,165.57,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"5,040.00",5.04,0.01
GOVAN/LINTHOUSE PARISH CHURCH,9 SKIPNESS DRIVE,GLASGOW,G51 4RL,Community/Day Centre,Non-residential Institutions: Community/Day Centre,394,137,G,136.98,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"47,280.00",47.28,0.05
Govan / Linthouse Parish Church (West Hall),9 Skipness Drive,Glasgow,G51 4RL,Community/Day Centre,Non-residential Institutions: Community/Day Centre,240,64,E+,64.5,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"28,800.00",28.8,0.03
Govan / Linthouse Parish Church (East Hall),9 Skipness Drive,Glasgow,G51 4RL,Community/Day Centre,Non-residential Institutions: Community/Day Centre,245,76,E,76.26,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"29,400.00",29.4,0.03
1149 Govan Road,,Glasgow,G51 4RX,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,207,126,G,125.89,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"24,840.00",24.84,0.02
1139 GOVAN ROAD,,GLASGOW,G51 4RX,Retail/Financial,Retail/Financial and Professional services,36,104,G,104.34,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"4,320.00",4.32,0
1121 GOVAN ROAD,,GLASGOW,G51 4RX,Restaurant/Cafes/takeaway,Restaurants and Cafes/Drinking Establishments/Takeaways,155,226,G,225.66,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"18,600.00",18.6,0.02
16 Linthouse Drive,,Glasgow,G51 4RZ,Hotel,Hotels,2393,47,D+,47,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"239,300.00",239.3,0.24
21 Linthouse Drive,,GLASGOW,G51 4RZ,Residential space,Residential spaces,598,27,B,26.94,Photovoltaics,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"32,890.00",32.89,0.03
Scrap Metal Yard King George V Dock,Renfrew Road,Glasgow,G51 4SD,Office/Workshop,Offices and Workshop businesses,262,59,D,58.66,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"26,200.00",26.2,0.03
339 RENFREW ROAD,,GLASGOW,G51 4SP,Office/Workshop,Offices and Workshop businesses,576,28,B,27.86,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"31,680.00",31.68,0.03
325 RENFREW ROAD,,GLASGOW,G51 4SP,General Industrial,General Industrial and Special Industrial Groups,1217,59,D,58.51,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"121,700.00",121.7,0.12
337 RENFREW ROAD,,GLASGOW,G51 4SP,Office/Workshop,Offices and Workshop businesses,630,49,D+,48.59,Other non-calculated,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"63,000.00",63,0.06
SHIELDHALL SEWAGE WORKS,170 RENFREW ROAD,GLASGOW,G51 4SU,Office/Workshop,Offices and Workshop businesses,1034,76,E,75.6,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"124,080.00",124.08,0.12
75,Hardgate Road,Glasgow,G51 4SX,Office/Workshop,Offices and Workshop businesses,2541,37,C+,37.33,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"215,985.00",215.99,0.22
,2 Row Avenue,Glasgow,G51 4SY,Hotel,C1 Hotels,4183,183,G,182.93,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"501,960.00",501.96,0.5
180 Hardgate Road,,Glasgow,G51 4TB,Storage/Distribution,Storage or Distribution,7927,35,C+,35.09,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"237,810.00",237.81,0.24
Block BL_DB Maternity (1 and 2),1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,11986,66,E+,66.29,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"1,797,900.00","1,797.90",1.8
Block DE PDRU,1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,1667,71,E,70.58,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"250,050.00",250.05,0.25
Block DD Podiatry,1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,1351,60,D,59.64,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"148,610.00",148.61,0.15
ICE Building,Queen Elizabeth University Hospital Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,4334,44,C,44.5,CHP generators,Grid supplied,Natural Gas,Air Conditioning,,"650,100.00",650.1,0.65
Block DI Westmarc,1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,4407,28,B,27.97,None,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"286,455.00",286.46,0.29
Block BW1_BW2 Neurology (1 and 2),1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,6353,77,E,77.44,Heat pumps,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"952,950.00",952.95,0.95
Teaching and Learning Centre,Queen Elizabeth University Hospital 1345 Govan Ro,Glasgow,G51 4TF,Universities/college,C2 Residential Institutions - Universities and colleges,6111,25,B,25.11,CHP generators,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"336,105.00",336.11,0.34
ICE Building,Queen Elizabeth University Hospital Goven Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,4334,44,C,44.5,CHP generators,Grid supplied,Natural Gas,Air Conditioning,,"650,100.00",650.1,0.65
New Office Facility Queen Elizabeth University Hospital,1345 Govan Road,Glasgow,G51 4TF,Office/Workshop,B1 Offices and Workshop businesses,8531,17,B+,17.23,Photovoltaics,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"469,205.00",469.21,0.47
Block DA Queen Elizabeth National Spinal Injuries Unit,1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,5477,63,E+,62.91,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"821,550.00",821.55,0.82
Block BC Institute of Neurological Sciences,1345 Govan Road,Glasgow,G51 4TF,Hospitals/Care Home,Residential Institutions: Hospitals and Care Homes,14005,57,D,57.23,Heat pumps,Grid supplied,Natural Gas,Heating and Mechanical Ventilation,,"1,540,550.00","1,540.55",1.54
217 BOGMOOR ROAD,,GLASGOW,G51 4TH,Office/Workshop,Offices and Workshop businesses,680,130,G,130.14,None,Grid supplied,Oil,Heating and Natural Ventilation,,"81,600.00",81.6,0.08
Princes Former Canteen Building,75 Bogmoor Road,Glasgow,G51 4TJ,Office/Workshop,Offices and Workshop businesses,480,72,E,72.34,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"57,600.00",57.6,0.06
Unit 3,39 Bogmoor Place,Glasgow,G51 4TQ,General Industrial,General Industrial and Special Industrial Groups,2126,7,A+,6.87,None,Grid supplied,Natural Gas,Heating and Natural Ventilation,,"63,780.00",63.78,0.06
31 ARNGASK ROAD,,GLASGOW,G51 4TR,Office/Workshop,Offices and Workshop businesses,163,102,G,102.48,None,Grid supplied,Grid Supplied Electricity,Heating and Natural Ventilation,,"19,560.00",19.56,0.02
Garage,31 Shieldhall Road,Glasgow,G51 4XB,Retail/Financial,Retail/Financial and Professional services,209,53,D,53.35,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"20,900.00",20.9,0.02
Janet Harvey Hall,Govan,Glasgow,G51 4XP,General Industrial,General Industrial and Special Industrial Groups,17941,4,A+,3.89,Heat pumps,Grid supplied,Grid Supplied Electricity,Heating and Mechanical Ventilation,,"538,230.00",538.23,0.54
Robert Napier Building 9640 BAE Systems Naval Ships,1048 Govan Road,Glasgow,G51 4XP,Office/Workshop,Offices and Workshop businesses,2633,25,B,24.5,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"144,815.00",144.82,0.14
Charles Randolph Building 9639 BAE Systems Naval Ships,1048 Govan Road,Glasgow,G51 4XP,Office/Workshop,Offices and Workshop businesses,1694,33,C+,32.64,Heat pumps,Grid supplied,Grid Supplied Electricity,Air Conditioning,,"143,990.00",143.99,0.14
